sample_number,sample_id,formula,has_summary,superconductivity,tc_kelvin,xrd_type,xrd_instrument,xrd_result,prediction_list,mass_loss_percent,initial_mass_g,final_mass_g,xrd_files,xrd_n_files,xrd_two_theta_min,xrd_two_theta_max,chi_files,chi_n_files,chi_has_high_field,chi_fields,price_per_gram,arc_meltable,disorder_probability,oqmd_formula,oqmd_delta_e,oqmd_stability,oqmd_entry_id,oqmd_n_polymorphs
447,0447_HM_MoTiTa2,MoTiTa2,True,Not above 4.2 K based on dipstick test.,,Powder,Siemens,not analyzed,Diffusion Model,2.91,0.5003,0.4857,['0447_HM_MoTaTi2.txt'],1,20.02,120.0,[],0,False,[],2.035,False,,Mo1 Ta2 Ti1,-0.0673808584465654,0.04485120082631,530936.0,3
448,0448_HM_MoTi2Ta,MoTi2Ta,True,Not above 4.2 K based on dipstick test.,,Powder,Siemens,not yet analyzed.,Diffusion Model,5.79,0.5081,0.4787,['0448_HM_MoTa2Ti.txt'],1,20.02,120.0,[],0,False,[],2.22,False,,Mo1 Ta1 Ti2,-0.0670976368931306,0.0434071065534356,1127433.0,2
449,0449_HM_HfTa4Zr,HfTa4Zr,True,Tc of 7.3 K,7.3,Bulk,Panalytical,BCC solid solution,Diffusion Model,0.52,0.4822,0.4797,['0449_HM_HfTa4Zr.xy'],1,10.18835563,129.99144293,"['20250415a_HM449HfTa4Zr_chiAC_vs_T_B_4.002.txt', '20250416a_HM449HfTa4Zr_chiAC_vs_T_B_6.001.txt', '20250416a_HM449HfTa4Zr_chiAC_vs_T_B_5.001.txt', '20250415a_HM449HfTa4Zr_chiAC_vs_T_B_3.001.txt', '20250415a_HM449HfTa4Zr_chiAC_vs_T_B_2.001.txt', '20250415a_HM449HfTa4Zr_chiAC_vs_T_B_0.001.txt', '20250415a_HM449HfTa4Zr_chiAC_vs_T_B_1T.txt']",7,True,[1.0],2.3666666666666667,True,,Hf1 Ta4 Zr1,,,,0
450,0450_HM_HfMoTa2,HfMoTa2,True,Not above 4.2 K,,Powder,Siemens,not yet analyzed,Diffusion Model,0.36,0.4996,0.4978,['0450_HM_HfMoTa2.txt'],1,5.02,120.0,[],0,False,[],3.9,True,,Hf1 Mo1 Ta2,0.0324561187499981,0.1426346453409069,1143364.0,2
451,0451_HM_MoTaZr2,MoTaZr2,True,Tc of 5.9 K,5.9,Bulk,Panalytical,two BCC solid solutions,Diffusion Model,0.0,0.4968,0.497,['0451_HM_MoTaZr2.xy'],1,30.00835563,129.67436382,"['20250501_HM451MoTaZr2_chiAC_vs_T_B_1T.001.txt', '20250501_HM451MoTaZr2_chiAC_vs_T_B_2T.001.txt', '20250501_HM451MoTaZr2_chiAC_vs_T_B_0.4T.001.txt', '20250501_HM451MoTaZr2_chiAC_vs_T_B_0T.002.txt', '20250501_HM451MoTaZr2_chiAC_vs_T_B_0.2T.001.txt', '20250501_HM451MoTaZr2_chiAC_vs_T_B_0.3T.001.txt', '20250501_HM451MoTaZr2_chiAC_vs_T_B_0.1T.001.txt']",7,True,"[0.0, 0.1, 0.2, 0.3, 0.4, 1.0, 2.0]",2.45,True,,Mo1 Ta1 Zr2,0.0944847674999991,0.1917774899999997,1128660.0,2
452,0452_HM_Hf2MoTi,Hf2MoTi,True,Not above 4.2 K,,Powder,Siemens,not yet analyzed,Diffusion Model,0.5,0.5,0.4975,['0452_HM_Hf2MoTi.txt'],1,5.02,120.0,[],0,False,[],6.135,False,,Hf2 Mo1 Ti1,0.0129185115534352,0.116136018750001,414920.0,3
453,0453_HM_HfMoTi,HfMoTi,True,Not above 4.2 K,,Powder,Siemens,not yet analyzed,Diffusion Model,1.0,0.4991,0.4941,['0453_HM_HfMoTi.txt'],1,5.02,120.0,[],0,False,[],5.18,False,,Hf1 Mo1 Ti1,-0.0111022029287551,0.1265211403796035,2121129.0,5
454,0454_HM_Nb2TaZr,Nb2TaZr,False,Tc of 9.7 K,9.7,Bulk,Panalytical,BCC solid solution,Diffusion Model,0.23,0.5152,0.514,['0454_HM_Nb2TaZr.xy'],1,20.30080008,129.19042909,"['20250521_HM454Nb2TaZr_chiAC_vs_T_B_2T.003.txt', '20250502_HM454Nb2TaZr_chiAC_vs_T_B_1T.002.txt', '20250521_HM454Nb2TaZr_chiAC_vs_T_B_3T.001.txt', '20250502_HM454Nb2TaZr_chiAC_vs_T_B_0T.003.txt', '20250521_HM454Nb2TaZr_chiAC_vs_T_B_4T.001.txt']",5,True,"[0.0, 1.0, 2.0, 3.0, 4.0]",2.85,True,,Nb2 Ta1 Zr1,0.0749323099999994,0.0778800632812503,488151.0,1
455,0455_HM_NbTa2Zr,NbTa2Zr,False,Tc of 8.8 K,8.8,Bulk,Panalytical,BCC solid solution,Diffusion Model,0.02,0.4885,0.4884,['0455_HM_NbTa2Zr.xy'],1,19.91435563,129.99148439,"['20250423_HM455NbTa2Zr_chiAC_vs_T_B_1T.002.txt', '20250423_HM455NbTa2Zr_chiAC_vs_T_B_3T.002.txt', '20250424_HM455NbTa2Zr_chiAC_vs_T_B_0T.001.txt', '20250423_HM455NbTa2Zr_chiAC_vs_T_B_2T.001.txt', '20250423_HM455NbTa2Zr_chiAC_vs_T_B_4T.003.txt']",5,True,"[0.0, 1.0, 2.0, 3.0, 4.0]",1.975,True,,Nb1 Ta2 Zr1,0.114426199999999,0.1179254487499984,531175.0,1
456,0456_HM_Hf2MoNb,Hf2MoNb,False,Not above 4.2 K,,Powder,Siemens,not yet analyzed,Diffusion Model,0.35,0.4851,0.4834,['0456_HM_Hf2MoNb_circular.txt'],1,5.02,120.0,[],0,False,[],6.825,True,,Hf2 Mo1 Nb1,0.0785959250000001,0.1441998769999997,415768.0,2
457,0457_HM_MoNbZr2,MoNbZr2,False,Tc of 5.7 K,5.7,Bulk,Panalytical,BCC solid solution,Diffusion Model,0.02,0.555,0.5549,['0457_HM_MoNbZr2.xy'],1,30.25066744,129.01363767,"['20250422_HM457MoNbZr2_chiAC_vs_T_B_1T.001.txt', '20250422_HM457MoNbZr2_chiAC_vs_T_B_3T.001.txt', '20250422_HM457MoNbZr2_chiAC_vs_T_B_2T.002.txt', '20250422_HM457MoNbZr2_chiAC_vs_T_B_0T.002.txt']",4,True,"[0.0, 1.0, 2.0, 3.0]",3.325,True,,Mo1 Nb1 Zr2,0.0883570324999994,0.1491785212499992,1128652.0,2
458,0458_HM_Mo3NbTi2,Mo3NbTi2,False,Not above 4.2 K,,Powder,Siemens,not yet analyzed,Diffusion Model,1.87,0.4712,0.4624,['0458_HM_Mo3NbTi2_circular.txt'],1,5.02,120.0,[],0,False,[],3.73,False,,Mo3 Nb1 Ti2,,,,0
460,0460_HM_HfMo2Zr,HfMo2Zr,False,Not above 4.2 K,,Powder,Siemens,not yet analyzed,Diffusion Model,0.1,0.3995,0.3991,['0460_HM_HfMo2Zr_circular.txt'],1,5.02,120.0,[],0,False,[],5.25,True,,Hf1 Mo2 Zr1,0.0441412837499993,0.1718806149999988,448595.0,3
461,0461_HM_Hf2MoRe3,Hf2MoRe3,False,Not above 4.2 K,,Powder,Siemens,not yet analyzed,Diffusion Model,1.67,0.4619,0.4542,['0461_HM_Hf2MoRe3_circular.txt'],1,5.02,120.0,[],0,False,[],36.833333333333336,False,,Hf2 Mo1 Re3,,,,0
462,0462_HM_Hf2Nb3Ru,Hf2Nb3Ru,False,Tc of 6.8 K,6.8,Bulk,Panalytical,multiphase,Diffusion Model,1.27,0.4342,0.4287,['0462_HM_Hf2Nb3Ru.xy'],1,30.05477817,124.89121348,"['20250522_HM462Hf2Nb3Ru_chiAC_vs_T_B_4T.001.txt', '20250522_HM462Hf2Nb3Ru_chiAC_vs_T_B_2T.001.txt', '20250522_HM462Hf2Nb3Ru_chiAC_vs_T_B_0T.004.txt', '20250522_HM462Hf2Nb3Ru_chiAC_vs_T_B_3T.001.txt', '20250522_HM462Hf2Nb3Ru_chiAC_vs_T_B_1T.001.txt']",5,True,"[0.0, 1.0, 2.0, 3.0, 4.0]",17.65,True,,Hf2 Nb3 Ru1,,,,0
463,0463_HM_Mo3NbRu2,Mo3NbRu2,False,Tc of 5.1. K,5.1,Bulk,Panalytical,Mo2Ru + BCC solid solution,Diffusion Model,0.03,0.3869,0.3868,['0463_HM_Mo3NbRu2.xy'],1,30.00835563,134.77130085,"['20250523_HM463Mo3NbRu2_chiAC_vs_T_B_0T.001.txt', '20250523_HM463Mo3NbRu2_chiAC_vs_T_B_2T.002.txt', '20250523_HM463Mo3NbRu2_chiAC_vs_T_B_1T.004.txt']",3,True,"[0.0, 1.0, 2.0]",28.21666666666667,True,,Mo3 Nb1 Ru2,,,,0
464,0464_HM_MoNbRu2,MoNbRu2,False,Tc of 4.8 K,4.8,Bulk,Panalytical,major phase: Mo2Ru,Diffusion Model,0.05,0.4356,0.4354,['0464_HM_MoNbRu2.xy'],1,20.00135563,132.88597758,"['20250527_HM464MoNbRu2_chiAC_vs_T_B_2T.002.txt', '20250526_HM464MoNbRu2_chiAC_vs_T_B_0T.003.txt', '20250527_HM464MoNbRu2_chiAC_vs_T_B_3T.003.txt', '20250526_HM464MoNbRu2_chiAC_vs_T_B_1T.002.txt']",4,True,"[0.0, 1.0, 2.0, 3.0]",39.825,True,,Mo1 Nb1 Ru2,0.117845265000001,0.2742583104114828,503656.0,3
465,0465_HM_Cu5GePd6,Cu5GePd6,False,Not above 4.2 K,,Bulk,Panalytical,disordered BCC alloy,"B (two active binaries, no real ternary phase)",0.3,0.3988,0.3976,['0465_HM_Cu5GePd6.xy'],1,20.05013379,119.71611725,[],0,False,[],51.416666666666664,True,,Cu5 Ge1 Pd6,-0.2560454312500002,-0.0195950892973613,1992694.0,1
466,0466_HM_Hf2MoIr,Hf2MoIr,False,Not above 4.2 K,,Bulk,Panalytical,BCC solid solution,"B (two active binaries, no real ternary phase)",0.55,0.51317,0.51037,['0466_HM_Hf2MoIr 1.xy'],1,20.28220067,129.92477425,[],0,False,[],30.75,True,,Hf2 Ir1 Mo1,-0.607478495,-0.01863355390625,1013867.0,9
467,0467_HM_CuNb3Zr2,CuNb3Zr2,False,Tc of 10.7 K,10.7,Bulk,Panalytical,multi-phase structure,Diffusion Model,0.98,0.47085,0.46624,['0467_HM_CuNb3Zr2 1.xy'],1,25.00835563,124.99187793,"['20260211_HM0467CuNb3Zr2_chiAC_vs_T_B_3T.001.txt', '20260211_HM0467CuNb3Zr2_chiAC_vs_T_B_1T.002.txt', '20260210_HM0467CuNb3Zr2_chiAC_vs_T_B_0T.003.txt', '20260211_HM0467CuNb3Zr2_chiAC_vs_T_B_2T.001.txt']",4,True,"[0.0, 1.0, 2.0, 3.0]",2.983333333333333,False,,Cu1 Nb3 Zr2,,,,0
469,0469_HM_ScCuPd2,ScCuPd2,False,Not above 4.2 K,,Bulk,Panalytical,multi-phase structure,"B (two active binaries, no real ternary phase)",1.16,0.49142,0.4857,['0469_HM_ScCuPd2.xy'],1,10.25066744,129.56836751,[],0,False,[],101.75,True,,Cu1 Pd2 Sc1,-0.69256408125,0.0176997074401394,1370365.0,4
470,0470_HM_MoNbTa2,MoNbTa2,False,Not above 2.0 K,,Bulk,Panalytical,BCC solid solution,Diffusion Model,0.33,0.7076,0.7053,['0470_HM_MoNbTa2.xy'],1,10.25066744,129.56836751,[],0,False,[],2.725,True,,Mo1 Nb1 Ta2,-0.0806497200000003,0.0296238490624997,531780.0,3
471,0471_HM_MoNb2Ta,MoNb2Ta,False,Not above 2.0 K,,Bulk,Panalytical,BCC solid solution,Diffusion Model,0.2,0.62379,0.62255,['0471_HM_MoNb2Ta.xy'],1,20.40753441,129.89932244,[],0,False,[],3.6,True,,Mo1 Nb2 Ta1,-0.0641129174999992,0.0332689121535768,2036517.0,3
472,0472_HM_ScCu4Pd,ScCu4Pd,False,Not above 4.2 K,,Bulk,Panalytical,FCC solid solution,"B (two active binaries, no real ternary phase)",5.06,0.39197,0.37213,['0472_HM_ScCu4Pd.xy'],1,20.05013379,129.84314373,[],0,False,[],51.66666666666666,True,,Cu4 Pd1 Sc1,-0.3440491658333329,-0.0241673759238076,1991578.0,2
473,0473_HM_Sc3CuPd2,Sc3CuPd2,False,Not above 4.2 K,,Bulk,Panalytical,disordered B2 alloy,"B (two active binaries, no real ternary phase)",0.21,0.39876,0.39792,['0473_HM_Sc3CuPd2.xy'],1,10.25066744,129.56836751,[],0,False,[],136.5,True,,Cu1 Pd2 Sc3,-0.701408230833332,-0.0030252179022614,1374854.0,1
474,0474_HM_Sc2CuPd,Sc2CuPd,False,Not above 4.2 K,,Bulk,Panalytical,disordered L2_1 alloy,"B (two active binaries, no real ternary phase)",0.09,0.40619,0.40582,['0474_HM_Sc2CuPd.xy'],1,20.05013379,119.71611725,[],0,False,[],128.25,True,,Cu1 Pd1 Sc2,-0.590988357500001,0.004776704999998,363099.0,2
475,0475_HM_La2PdAu2,La2PdAu2,False,Not above 4.2 K,,Bulk,Panalytical,multi-phase structure,"B (two active binaries, no real ternary phase)",0.9,0.40177,0.39817,['0475_HM_La2PdAu2.xy'],1,10.05013379,129.76963504,[],0,False,[],81.2,True,,Au2 La2 Pd1,-0.8470344419999997,-0.0008400782499998,1980865.0,1
476,0476_HM_ScPd2Au,ScPd2Au,False,Not above 4.2 K,,Bulk,Panalytical,multi-phase structure,"B (two active binaries, no real ternary phase)",0.18,0.40186,0.40114,['0476_HM_ScPd2Au.xy'],1,20.05013379,129.84314373,[],0,False,[],139.0,True,,Au1 Pd2 Sc1,-0.8403498337499995,0.0063688247470666,1988846.0,4
477,0477_HM_ScPd5Au2,ScPd5Au2,False,Not above 4.2 K,,Bulk,Panalytical,FCC solid solution,"B (two active binaries, no real ternary phase)",15.57,0.42124,0.35565,['0477_HM_ScPd5Au2.xy'],1,30.06684505,129.93334385,[],0,False,[],125.75,True,,Au2 Pd5 Sc1,-0.4893856212500003,0.0027575169583328,1990792.0,1
478,0478_HM_Sc2Pd5Au,Sc2Pd5Au,False,Not above 4.2 K,,Bulk,Panalytical,disordered L2_1 alloy,"B (two active binaries, no real ternary phase)",0.46,0.40879,0.4069,['0478_HM_Sc2Pd5Au.xy'],1,20.00835563,129.88494916,[],0,False,[],132.75,True,,Au1 Pd5 Sc2,-0.875397868124999,-0.0095889518179226,1992186.0,1
479,0479_HM_MnAl2Au6,MnAl2Au6,False,Not above 4.2 K,,Bulk,Panalytical,disordered BCT alloy,"C (two active binaries, single real ternary phase)",2.01,0.5,0.48993,['0479_HM_MnAl2Au6.xy'],1,23.06620067,120.07506206,[],0,False,[],100.60888888888888,True,,Al2 Au6 Mn1,-0.2546508193103452,-0.0005924037341548,1992237.0,1
480,0480_HM_GdGePt2,GdGePt2,False,Not above 4.2 K,,Bulk,Panalytical,multi-phase structure,"C (two active binaries, single real ternary phase)",0.33,0.4084,0.4067,['0480_HM_GdGePt2.xy'],1,19.89984505,119.90003394,[],0,False,[],124.75,True,,Gd1 Ge1 Pt2,-1.0173994081249995,-0.0324975342066655,1365099.0,5
481,0481_HM_NiGe2Pt,NiGe2Pt,False,Not above 4.2 K,,Bulk,Panalytical,FCC alloy,"C (two active binaries, single real ternary phase)",0.25,0.5001,0.49884,['0481_HM_NiGe2Pt.xy'],1,20.07520067,119.64088477,[],0,False,[],66.75,True,,Ge2 Ni1 Pt1,-0.4008251837500003,-0.0058052337500009,1646030.0,5
482,0482_HM_ZrSiPt5,ZrSiPt5,False,Not above 4.2 K,,Bulk,Panalytical,disordered D0_19 alloy,"C (two active binaries, single real ternary phase)",0.27,0.50007,0.4987,['0482_HM_ZrSiPt5.xy'],1,20.07520067,119.64088477,[],0,False,[],171.88000000000002,True,,Pt5 Si1 Zr1,-0.9390899464285708,-0.0417573125795827,2146113.0,1
483,0483_HM_La5Al3Co2,La5Al3Co2,False,Tc of 5.9 K,5.9,Bulk,Panalytical,multi-phase structure,"C (two active binaries, single real ternary phase)",0.03,0.50026,0.50009,['0483_HM_La5Al3Cu2.xy'],1,20.04984505,119.91634385,"['20251104_HM483La5Al3Co2_chiAC_vs_T_B_1T.003.txt', '20251104_HM483La5Al3Co2_chiAC_vs_T_B_0.5T.004.txt', '20251030_HM483La5Al3Co2_chiAC_vs_T_B_0T.008.txt']",3,True,"[0.0, 0.5, 1.0]",2.057,True,,Al3 Co2 La5,-0.3298122379999995,-0.0006663217499991,1782939.0,1
486,0486_HM_Al4FeCo3,Al4FeCo3,False,Not above 4.2 K,,Powder,Siemens,not yet analyzed,"C (two active binaries, single real ternary phase)",3.94,0.2996,0.2878,['0486_HM_Al4FeCo3.txt'],1,20.02,120.0,[],0,False,[],0.9699999999999999,True,,Al4 Co3 Fe1,-0.5611381475000004,-0.0064950858858153,2146849.0,1
487,0487_HM_Al8FeCo7,Al8FeCo7,False,Not above 4.2 K,,Powder,Siemens,not yet analyzed,"C (two active binaries, single real ternary phase)",9.41,0.2997,0.2715,['0487_HM_Al8FeCo7.txt'],1,20.02,120.0,[],0,False,[],1.0074999999999998,True,,Al8 Co7 Fe1,-0.5910615731249997,-0.0034145668749996,2154926.0,1
489,0489_HM_Gd3CoSn6,Gd3CoSn6,False,Not above 4.2 K,,Powder,Siemens,not yet analyzed,"C (two active binaries, single real ternary phase)",4.54,0.25001,0.23866,['0489_HM_Gd3CoSn6_circular.txt'],1,5.02,120.0,[],0,False,[],3.07,True,,Co1 Gd3 Sn6,-0.6357564033607211,-0.0251450889999996,1790943.0,1
490,0490_HM_GdCo4Sn6,GdCo4Sn6,False,Not above 4.2 K,,Powder,Siemens,not yet analyzed,"C (two active binaries, single real ternary phase)",11.09,0.3011,0.2677,['0490_HM_GdCo4Sn6_circular.txt'],1,5.02,120.0,[],0,False,[],1.709090909090909,True,,Co4 Gd1 Sn6,-0.311000837146111,-0.0041448051008025,1368900.0,1
491,0491_HM_TiGePt5,TiGePt5,False,Not above 4.2 K,,Powder,Siemens,not yet analyzed,"C (two active binaries, single real ternary phase)",1.4,0.25059,0.24709,['0491_HM_TiGePt5_circular.txt'],1,5.02,120.0,[],0,False,[],173.36285714285717,True,,Ge1 Pt5 Ti1,-0.7070166969694662,-0.0188265713131756,2146080.0,1
492,0492_HM_Ti2GePt8,Ti2GePt8,False,Not above 4.2 K,,Bulk,Siemens,not yet analyzed,"C (two active binaries, single real ternary phase)",0.53,0.24895,0.24762,['0492_HM_Ti2GePt8_circular.txt'],1,5.02,120.0,[],0,False,[],175.91636363636366,True,,Ge1 Pt8 Ti2,-0.7653884511429577,-0.0038644458697491,2149411.0,1
493,0493_HM_TiSiPt5,TiSiPt5,False,Not above 4.2 K,,Bulk,Siemens,not yet analyzed,"C (two active binaries, single real ternary phase)",1.87,0.25203,0.24731,['0493_HM_TiSiPt5_circular.txt'],1,5.02,120.0,[],0,False,[],171.81428571428572,True,,Pt5 Si1 Ti1,-0.8397923869694657,-0.0164779380223063,2146105.0,1
494,0494_HM_Ti2SiPt8,Ti2SiPt8,False,Not above 4.2 K,,Bulk,Siemens,not yet analyzed,"C (two active binaries, single real ternary phase)",0.44,0.24766,0.24656,['0494_HM_Ti2SiPt8_circular.txt'],1,5.02,120.0,[],0,False,[],174.9309090909091,True,,Pt8 Si1 Ti2,-0.8507705338702297,-0.0047529072051099,2149228.0,1
495,0495_HM_GdFeGe3,GdFeGe3,False,Not above 4.2 K,,Powder,Siemens,not yet analyzed,"C (two active binaries, single real ternary phase)",2.26,0.24478,0.23926,['0495_HM_GdFeGe3_circular.txt'],1,5.02,120.0,[],0,False,[],8.62,True,,Fe1 Gd1 Ge3,-0.471438580500001,-0.0189929807696621,1364532.0,2
496,0496_HM_Gd2Fe3Ge5,Gd2Fe3Ge5,False,Not above 4.2 K,,Powder,Siemens,not yet analyzed,"C (two active binaries, single real ternary phase)",1.83,0.25012,0.24555,['0496_HM_Gd2Fe3Ge5_circular.txt'],1,5.02,120.0,[],0,False,[],7.43,True,,Fe3 Gd2 Ge5,-0.4762732169999999,-0.0085683619999989,1800260.0,2
497,0497_HM_GdFeGe2,GdFeGe2,False,Not above 4.2 K,,Powder,Siemens,not yet analyzed,"C (two active binaries, single real ternary phase)",5.4,0.24908,0.23563,['0497_HM_GdFeGe2_circular.txt'],1,5.02,120.0,[],0,False,[],7.775,True,,Fe1 Gd1 Ge2,-0.545162863125,0.0001588919006444,1377698.0,3
499,0499_HM_GaHf2Nb,GaHf2Nb,False,Tc of 6.1 K,6.1,Bulk,Siemens,not yet analyzed,Diffusion Model,1.51,0.3031,0.29851,['0499_HM_GaHf2Nb_circular.txt'],1,5.02,120.0,"['20251106_HM499GaHf2Nb_chiAC_vs_T_B_2T.001.txt', '20251106_HM499GaHf2Nb_chiAC_vs_T_B_1T.001.txt', '20251106_HM499GaHf2Nb_chiAC_vs_T_B_0T.003.txt']",3,True,"[0.0, 1.0, 2.0]",6.825,False,,Ga1 Hf2 Nb1,-0.148837076250002,0.1575213294484566,416385.0,2
500,0500_HM_GaNbZr2,GaNbZr2,False,Tc of 9.0 K,9.0,Bulk,Siemens,not yet analyzed,Diffusion Model,0.83,0.27383,0.27155,['0500_HM_GaNbZr2_circular.txt'],1,5.02,120.0,"['20251108_HM500GaNbZr2_chiAC_vs_T_B_2T.001.txt', '20251108_HM500GaNbZr2_chiAC_vs_T_B_1T.001.txt', '20251108_HM500GaNbZr2_chiAC_vs_T_B_0T.003.txt']",3,True,"[0.0, 1.0, 2.0]",3.325,False,,Ga1 Nb1 Zr2,-0.18577390625,0.1637277412500002,557959.0,2
502,0502_HM_Nb5Si2V,Nb5Si2V,False,Tc of 3.0 K,3.0,Bulk,Siemens,not yet analyzed,Diffusion Model,1.3,0.5217,0.5149,['0502_HM_Nb5Si2V_circular.txt'],1,5.02,120.0,['20251112_HM502Nb5Si2V_chiAC_vs_T_B_0T.003.txt'],1,False,[0.0],3.4775,False,,Nb5 Si2 V1,,,,0
503,0503_HM_CoSiY,CoSiY,False,Not above 2.0 K,,Powder,Siemens,not yet analyzed,"James's (thermodynamically stable, low-disorder superconductor candidates from the Alexandria database)",0.002,0.41575,0.41574,['0503_HM_CoSiY_circular.txt'],1,5.02,120.0,[],0,False,[],3.953333333333333,True,,Co1 Si1 Y1,-0.756695126666666,-0.04292804120682,1368530.0,13
504,0504_HM_CoSi3Y,CoSi3Y,False,Not above 2.0 K,,Powder,Siemens,not yet analyzed,"James's (thermodynamically stable, low-disorder superconductor candidates from the Alexandria database)",2.94,0.40678,0.39484,['0504_HM_CoSi3Y_circular.txt'],1,5.02,120.0,[],0,False,[],2.836,True,,Co1 Si3 Y1,-0.6658908840000002,-0.0173008790578033,1475971.0,3
506,0506_HM_Al3Cu2Y,Al3Cu2Y,False,Not tested yet,,Powder,Siemens,not yet analyzed,"James's (thermodynamically stable, low-disorder superconductor candidates from the Alexandria database)",14.31,0.34112,0.2923,['0506_HM_Al3Cu2Y_circular.txt'],1,5.02,120.0,[],0,False,[],2.695,True,,Al3 Cu2 Y1,-0.437501432500001,-0.0108382814539352,1370163.0,1
507,0507_HM_CuSnY,CuSnY,False,Not tested,,Powder,Siemens,not yet analyzed,"James's (thermodynamically stable, low-disorder superconductor candidates from the Alexandria database)",0.43,0.30483,0.30351,['0507_HM_CuSnY_circular.txt'],1,5.02,120.0,[],0,False,[],4.166666666666666,True,,Cu1 Sn1 Y1,-0.6476161772837342,-0.0690918281051751,1468383.0,10
510,0510_HM_B2NbNi2,B2NbNi2,False,Not above 2.0 K,,Powder,Siemens,not yet analyzed,"James's (thermodynamically stable, low-disorder superconductor candidates from the Alexandria database)",0.5,0.36324,0.36143,['0510_HM_B2NbNi2_circular.txt'],1,5.02,120.0,[],0,False,[],6.0600000000000005,False,,B2 Nb1 Ni2,-0.504930602,0.0121141658750003,1378348.0,1
512,0512_HM_C2CrSc,C2CrSc,False,Not above 2.0 K,,,,,"James's (thermodynamically stable, low-disorder superconductor candidates from the Alexandria database)",3.0,0.31365,0.30424,[],0,,,[],0,False,[],53.35,False,,C2 Cr1 Sc1,-0.3452691275,-0.0099502809375007,14516.0,2
513,0513_HM_C2LaRu,C2LaRu,False,Not above 2.0 K,,Powder,Siemens,not yet analyzed,"James's (thermodynamically stable, low-disorder superconductor candidates from the Alexandria database)",6.2555,0.29526,0.27679,['0513_HM_C2LaRu_circular.txt'],1,5.02,120.0,[],0,False,[],20.25,False,,C2 La1 Ru1,-0.1768897987499986,0.0009225186652701,1751220.0,2
514,0514_HM_LaNiSi3,LaNiSi3,False,Not tested yet,,Powder,Siemens,not yet analyzed,"James's (thermodynamically stable, low-disorder superconductor candidates from the Alexandria database)",2.2,0.2607,0.25496,['0514_HM_LaNiSi3_circular.txt'],1,5.02,120.0,[],0,False,[],1.8960000000000001,True,,La1 Ni1 Si3,-0.678177613,-0.0246755069999999,1364676.0,2
526,0526_HM_Re4TaZr,Re4TaZr,False,Tc of 5.2 K,5.2,Bulk,Panalytical,major phase: Re2Zr,Diffusion Model,7.996,1.02745,0.94529,['0526_HM_Re4TaZr.txt'],1,10.0,80.0,[],0,False,[],44.46666666666667,False,,Re4 Ta1 Zr1,,,,0
527,0527_HM_Mo3Os0.5Ge0.5,Mo3Os0.5Ge0.5,False,Tc of 5.15 K,5.15,Bulk,Panalytical,major phases: Mo3Ge,Diffusion Model,1.288,0.95489,0.94259,['0527_HM_Mo3Os0.5Ge0.5.xy'],1,10.01435563,119.99121677,[],0,False,[],20.25,False,,Ge0.5 Mo3 Os0.5,,,,0
